dt,customer_id,item_id,click_time
2025-07-12,142,83,2025-07-12 12:34:56
2025-07-13,143,85,2025-07-13 12:34:56
2025-07-14,144,87,2025-07-14 12:34:56
2025-07-15,145,89,2025-07-15 12:34:56
2025-07-16,146,91,2025-07-16 12:34:56
2025-07-17,147,93,2025-07-17 12:34:56
2025-07-18,148,95,2025-07-18 12:34:56
2025-07-19,149,97,2025-07-19 12:34:56
2025-07-20,150,99,2025-07-20 12:34:56
2025-07-21,151,101,2025-07-21 12:34:56
2025-07-22,152,103,2025-07-22 12:34:56
2025-07-23,153,105,2025-07-23 12:34:56
2025-07-24,154,107,2025-07-24 12:34:56
2025-07-25,155,109,2025-07-25 12:34:56
2025-07-26,156,111,2025-07-26 12:34:56
2025-07-27,157,113,2025-07-27 12:34:56
2025-07-28,158,115,2025-07-28 12:34:56
2025-07-29,159,117,2025-07-29 12:34:56
2025-07-30,160,119,2025-07-30 12:34:56
2025-07-01,161,121,2025-07-01 12:34:56
2025-07-02,162,123,2025-07-02 12:34:56
2025-07-03,163,125,2025-07-03 12:34:56
2025-07-04,164,127,2025-07-04 12:34:56
2025-07-05,165,129,2025-07-05 12:34:56
2025-07-06,166,131,2025-07-06 12:34:56
2025-07-07,167,133,2025-07-07 12:34:56
2025-07-08,168,135,2025-07-08 12:34:56
2025-07-09,169,137,2025-07-09 12:34:56
2025-07-10,170,139,2025-07-10 12:34:56
2025-07-11,171,141,2025-07-11 12:34:56
2025-07-12,172,143,2025-07-12 12:34:56
2025-07-13,173,145,2025-07-13 12:34:56
2025-07-14,174,147,2025-07-14 12:34:56
2025-07-15,175,149,2025-07-15 12:34:56
2025-07-16,176,151,2025-07-16 12:34:56
2025-07-17,177,153,2025-07-17 12:34:56
2025-07-18,178,155,2025-07-18 12:34:56
2025-07-19,179,157,2025-07-19 12:34:56
2025-07-20,180,159,2025-07-20 12:34:56
2025-07-21,181,161,2025-07-21 12:34:56
2025-07-22,182,163,2025-07-22 12:34:56
2025-07-23,183,165,2025-07-23 12:34:56
2025-07-24,184,167,2025-07-24 12:34:56
2025-07-25,185,169,2025-07-25 12:34:56
2025-07-26,186,171,2025-07-26 12:34:56
2025-07-27,187,173,2025-07-27 12:34:56
2025-07-28,188,175,2025-07-28 12:34:56
2025-07-29,189,177,2025-07-29 12:34:56
2025-07-30,190,179,2025-07-30 12:34:56
2025-07-01,191,181,2025-07-01 12:34:56
2025-07-02,192,183,2025-07-02 12:34:56
2025-07-03,193,185,2025-07-03 12:34:56
2025-07-04,194,187,2025-07-04 12:34:56
2025-07-05,195,189,2025-07-05 12:34:56
2025-07-06,196,191,2025-07-06 12:34:56
2025-07-07,197,193,2025-07-07 12:34:56
2025-07-08,198,195,2025-07-08 12:34:56
2025-07-09,199,197,2025-07-09 12:34:56
2025-07-10,200,199,2025-07-10 12:34:56
2025-07-11,1,201,2025-07-11 12:34:56
2025-07-12,2,203,2025-07-12 12:34:56
2025-07-13,3,205,2025-07-13 12:34:56
2025-07-14,4,207,2025-07-14 12:34:56
2025-07-15,5,209,2025-07-15 12:34:56
2025-07-16,6,211,2025-07-16 12:34:56
2025-07-17,7,213,2025-07-17 12:34:56
2025-07-18,8,215,2025-07-18 12:34:56
2025-07-19,9,217,2025-07-19 12:34:56
2025-07-20,10,219,2025-07-20 12:34:56
2025-07-21,11,221,2025-07-21 12:34:56
2025-07-22,12,223,2025-07-22 12:34:56
2025-07-23,13,225,2025-07-23 12:34:56
2025-07-24,14,227,2025-07-24 12:34:56
2025-07-25,15,229,2025-07-25 12:34:56
2025-07-26,16,231,2025-07-26 12:34:56
2025-07-27,17,233,2025-07-27 12:34:56
2025-07-28,18,235,2025-07-28 12:34:56
2025-07-29,19,237,2025-07-29 12:34:56
2025-07-30,20,239,2025-07-30 12:34:56
2025-07-01,21,241,2025-07-01 12:34:56
2025-07-02,22,243,2025-07-02 12:34:56
2025-07-03,23,245,2025-07-03 12:34:56
2025-07-04,24,247,2025-07-04 12:34:56
2025-07-05,25,249,2025-07-05 12:34:56
2025-07-06,26,251,2025-07-06 12:34:56
2025-07-07,27,253,2025-07-07 12:34:56
2025-07-08,28,255,2025-07-08 12:34:56
2025-07-09,29,257,2025-07-09 12:34:56
2025-07-10,30,259,2025-07-10 12:34:56
2025-07-11,31,261,2025-07-11 12:34:56
2025-07-12,32,263,2025-07-12 12:34:56
2025-07-13,33,265,2025-07-13 12:34:56
2025-07-14,34,267,2025-07-14 12:34:56
2025-07-15,35,269,2025-07-15 12:34:56
2025-07-16,36,271,2025-07-16 12:34:56
2025-07-17,37,273,2025-07-17 12:34:56
2025-07-18,38,275,2025-07-18 12:34:56
2025-07-19,39,277,2025-07-19 12:34:56
2025-07-20,40,279,2025-07-20 12:34:56
2025-07-21,41,281,2025-07-21 12:34:56
2025-07-22,42,283,2025-07-22 12:34:56
2025-07-23,43,285,2025-07-23 12:34:56
2025-07-24,44,287,2025-07-24 12:34:56
2025-07-25,45,289,2025-07-25 12:34:56
2025-07-26,46,291,2025-07-26 12:34:56
2025-07-27,47,293,2025-07-27 12:34:56
2025-07-28,48,295,2025-07-28 12:34:56
2025-07-29,49,297,2025-07-29 12:34:56
2025-07-30,50,299,2025-07-30 12:34:56
2025-07-01,51,1,2025-07-01 12:34:56
2025-07-02,52,3,2025-07-02 12:34:56
2025-07-03,53,5,2025-07-03 12:34:56
2025-07-04,54,7,2025-07-04 12:34:56
2025-07-05,55,9,2025-07-05 12:34:56
2025-07-06,56,11,2025-07-06 12:34:56
2025-07-07,57,13,2025-07-07 12:34:56
2025-07-08,58,15,2025-07-08 12:34:56
2025-07-09,59,17,2025-07-09 12:34:56
2025-07-10,60,19,2025-07-10 12:34:56
2025-07-11,61,21,2025-07-11 12:34:56
2025-07-12,62,23,2025-07-12 12:34:56
2025-07-13,63,25,2025-07-13 12:34:56
2025-07-14,64,27,2025-07-14 12:34:56
2025-07-15,65,29,2025-07-15 12:34:56
2025-07-16,66,31,2025-07-16 12:34:56
2025-07-17,67,33,2025-07-17 12:34:56
2025-07-18,68,35,2025-07-18 12:34:56
2025-07-19,69,37,2025-07-19 12:34:56
2025-07-20,70,39,2025-07-20 12:34:56
2025-07-21,71,41,2025-07-21 12:34:56
2025-07-22,72,43,2025-07-22 12:34:56
2025-07-23,73,45,2025-07-23 12:34:56
2025-07-24,74,47,2025-07-24 12:34:56
2025-07-25,75,49,2025-07-25 12:34:56
2025-07-26,76,51,2025-07-26 12:34:56
2025-07-27,77,53,2025-07-27 12:34:56
2025-07-28,78,55,2025-07-28 12:34:56
2025-07-29,79,57,2025-07-29 12:34:56
2025-07-30,80,59,2025-07-30 12:34:56
2025-07-01,81,61,2025-07-01 12:34:56
2025-07-02,82,63,2025-07-02 12:34:56
2025-07-03,83,65,2025-07-03 12:34:56
2025-07-04,84,67,2025-07-04 12:34:56
2025-07-05,85,69,2025-07-05 12:34:56
2025-07-06,86,71,2025-07-06 12:34:56
2025-07-07,87,73,2025-07-07 12:34:56
2025-07-08,88,75,2025-07-08 12:34:56
2025-07-09,89,77,2025-07-09 12:34:56
2025-07-10,90,79,2025-07-10 12:34:56
2025-07-11,91,81,2025-07-11 12:34:56
2025-07-12,92,83,2025-07-12 12:34:56
2025-07-13,93,85,2025-07-13 12:34:56
2025-07-14,94,87,2025-07-14 12:34:56
2025-07-15,95,89,2025-07-15 12:34:56
2025-07-16,96,91,2025-07-16 12:34:56
2025-07-17,97,93,2025-07-17 12:34:56
2025-07-18,98,95,2025-07-18 12:34:56
2025-07-19,99,97,2025-07-19 12:34:56
2025-07-20,100,99,2025-07-20 12:34:56
2025-07-21,101,101,2025-07-21 12:34:56
