dt,ranking_id,customer_id,impressions
2025-07-04,r123,124,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 126, ""is_order"": false}, {""item_id"": 250, ""is_order"": false}]"
2025-07-05,r124,125,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 127, ""is_order"": false}]"
2025-07-06,r125,126,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r126,127,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 129, ""is_order"": false}]"
2025-07-08,r127,128,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-09,r128,129,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 131, ""is_order"": false}, {""item_id"": 260, ""is_order"": false}]"
2025-07-10,r129,130,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 132, ""is_order"": false}, {""item_id"": 262, ""is_order"": false}]"
2025-07-11,r130,131,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 133, ""is_order"": true}, {""item_id"": 264, ""is_order"": false}]"
2025-07-12,r131,132,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r132,133,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 135, ""is_order"": false}]"
2025-07-14,r133,134,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 136, ""is_order"": false}]"
2025-07-15,r134,135,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-16,r135,136,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-17,r136,137,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 139, ""is_order"": false}, {""item_id"": 276, ""is_order"": true}]"
2025-07-18,r137,138,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 140, ""is_order"": false}]"
2025-07-19,r138,139,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 141, ""is_order"": false}, {""item_id"": 280, ""is_order"": false}]"
2025-07-20,r139,140,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 142, ""is_order"": true}]"
2025-07-21,r140,141,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 143, ""is_order"": false}]"
2025-07-22,r141,142,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r142,143,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 145, ""is_order"": false}]"
2025-07-24,r143,144,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 146, ""is_order"": true}]"
2025-07-25,r144,145,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-26,r145,146,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 148, ""is_order"": false}]"
2025-07-27,r146,147,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-28,r147,148,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 150, ""is_order"": false}]"
2025-07-29,r148,149,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 151, ""is_order"": true}, {""item_id"": 300, ""is_order"": false}]"
2025-07-30,r149,150,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 152, ""is_order"": true}]"
2025-07-01,r150,151,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 153, ""is_order"": false}]"
2025-07-02,r151,152,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-03,r152,153,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-04,r153,154,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 156, ""is_order"": false}]"
2025-07-05,r154,155,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 157, ""is_order"": false}, {""item_id"": 12, ""is_order"": true}]"
2025-07-06,r155,156,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r156,157,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 159, ""is_order"": false}]"
2025-07-08,r157,158,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 160, ""is_order"": false}, {""item_id"": 18, ""is_order"": false}]"
2025-07-09,r158,159,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-10,r159,160,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 162, ""is_order"": false}]"
2025-07-11,r160,161,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 163, ""is_order"": true}, {""item_id"": 24, ""is_order"": false}]"
2025-07-12,r161,162,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 164, ""is_order"": false}]"
2025-07-13,r162,163,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 165, ""is_order"": false}]"
2025-07-14,r163,164,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 166, ""is_order"": false}, {""item_id"": 30, ""is_order"": true}]"
2025-07-15,r164,165,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 167, ""is_order"": true}, {""item_id"": 32, ""is_order"": false}]"
2025-07-16,r165,166,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 168, ""is_order"": false}]"
2025-07-17,r166,167,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 169, ""is_order"": false}]"
2025-07-18,r167,168,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 170, ""is_order"": false}, {""item_id"": 38, ""is_order"": false}]"
2025-07-19,r168,169,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 171, ""is_order"": false}, {""item_id"": 40, ""is_order"": false}]"
2025-07-20,r169,170,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 172, ""is_order"": false}, {""item_id"": 42, ""is_order"": false}]"
2025-07-21,r170,171,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-22,r171,172,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 174, ""is_order"": false}]"
2025-07-23,r172,173,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-24,r173,174,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 176, ""is_order"": false}, {""item_id"": 50, ""is_order"": true}]"
2025-07-25,r174,175,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-26,r175,176,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-27,r176,177,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 179, ""is_order"": false}, {""item_id"": 56, ""is_order"": false}]"
2025-07-28,r177,178,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 180, ""is_order"": false}]"
2025-07-29,r178,179,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-30,r179,180,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 182, ""is_order"": true}, {""item_id"": 62, ""is_order"": false}]"
2025-07-01,r180,181,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r181,182,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 184, ""is_order"": false}, {""item_id"": 66, ""is_order"": true}]"
2025-07-03,r182,183,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-04,r183,184,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-05,r184,185,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-06,r185,186,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 188, ""is_order"": false}, {""item_id"": 74, ""is_order"": false}]"
2025-07-07,r186,187,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 189, ""is_order"": false}]"
2025-07-08,r187,188,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 190, ""is_order"": true}, {""item_id"": 78, ""is_order"": false}]"
2025-07-09,r188,189,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-10,r189,190,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-11,r190,191,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 193, ""is_order"": false}]"
2025-07-12,r191,192,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r192,193,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 195, ""is_order"": false}, {""item_id"": 88, ""is_order"": false}]"
2025-07-14,r193,194,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 196, ""is_order"": false}, {""item_id"": 90, ""is_order"": false}]"
2025-07-15,r194,195,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 197, ""is_order"": false}, {""item_id"": 92, ""is_order"": false}]"
2025-07-16,r195,196,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 198, ""is_order"": false}]"
2025-07-17,r196,197,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 199, ""is_order"": false}, {""item_id"": 96, ""is_order"": true}]"
2025-07-18,r197,198,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 200, ""is_order"": false}, {""item_id"": 98, ""is_order"": true}]"
2025-07-19,r198,199,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r199,200,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-21,r200,1,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 203, ""is_order"": false}]"
2025-07-22,r201,2,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 204, ""is_order"": false}]"
2025-07-23,r202,3,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 205, ""is_order"": false}]"
2025-07-24,r203,4,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 206, ""is_order"": false}, {""item_id"": 110, ""is_order"": false}]"
2025-07-25,r204,5,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-26,r205,6,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 208, ""is_order"": false}, {""item_id"": 114, ""is_order"": false}]"
2025-07-27,r206,7,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-28,r207,8,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 210, ""is_order"": false}, {""item_id"": 118, ""is_order"": false}]"
2025-07-29,r208,9,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 211, ""is_order"": false}]"
2025-07-30,r209,10,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-01,r210,11,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 213, ""is_order"": false}]"
2025-07-02,r211,12,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 214, ""is_order"": false}, {""item_id"": 126, ""is_order"": false}]"
2025-07-03,r212,13,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 215, ""is_order"": false}]"
2025-07-04,r213,14,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 216, ""is_order"": false}]"
2025-07-05,r214,15,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 217, ""is_order"": false}, {""item_id"": 132, ""is_order"": false}]"
2025-07-06,r215,16,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r216,17,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-08,r217,18,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-09,r218,19,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-10,r219,20,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 222, ""is_order"": false}, {""item_id"": 142, ""is_order"": false}]"
2025-07-11,r220,21,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 223, ""is_order"": false}]"
2025-07-12,r221,22,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-13,r222,23,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-14,r223,24,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-15,r224,25,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-16,r225,26,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 228, ""is_order"": false}]"
2025-07-17,r226,27,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 229, ""is_order"": false}, {""item_id"": 156, ""is_order"": true}]"
2025-07-18,r227,28,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-19,r228,29,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r229,30,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 232, ""is_order"": false}, {""item_id"": 162, ""is_order"": false}]"
2025-07-21,r230,31,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 233, ""is_order"": true}, {""item_id"": 164, ""is_order"": false}]"
2025-07-22,r231,32,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r232,33,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-24,r233,34,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-25,r234,35,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-26,r235,36,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 238, ""is_order"": false}, {""item_id"": 174, ""is_order"": false}]"
2025-07-27,r236,37,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 239, ""is_order"": false}]"
2025-07-28,r237,38,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-29,r238,39,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 241, ""is_order"": false}]"
2025-07-30,r239,40,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 242, ""is_order"": false}]"
2025-07-01,r240,41,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r241,42,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 244, ""is_order"": false}, {""item_id"": 186, ""is_order"": false}]"
2025-07-03,r242,43,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 245, ""is_order"": false}, {""item_id"": 188, ""is_order"": false}]"
2025-07-04,r243,44,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 246, ""is_order"": true}, {""item_id"": 190, ""is_order"": true}]"
2025-07-05,r244,45,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-06,r245,46,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 248, ""is_order"": false}]"
2025-07-07,r246,47,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 249, ""is_order"": true}]"
